exercise_id,exercise_name,primary_muscle,secondary_muscles,equipment,category,difficulty,met_value,sets_beginner,reps_beginner,sets_intermediate,reps_intermediate,sets_advanced,reps_advanced,rest_seconds,contraindications,is_compound,is_bodyweight,calorie_burn_30min,video_cue
802,Jumping Rope (Resistance Band variation),Calves,"Full Body, Cardiovascular",Resistance Band,Cardio,Advanced,12.2,3,8-12,4,6-10,5,4-8,180,"Knee pain, Plantar fasciitis, Ankle injury",0,0,420,Search: 'Jumping Rope Resistance Band form' for technique guidance
803,Seated Cable Row (Dumbbells variation),Lats,"Rhomboids, Biceps, Rear Delt",Dumbbells,Strength,Intermediate,6.0,3,8-12,4,6-10,5,4-8,120,Lower back injury (minimal risk),0,0,210,Search: 'Seated Cable Row Dumbbells form' for technique guidance
804,Smith Machine Squat (Barbell variation),Quadriceps,"Glutes, Hamstrings",Barbell,Strength,Intermediate,6.6,3,8-12,4,6-10,5,4-8,120,"Knee pain, Lower back injury",0,0,245,Search: 'Smith Machine Squat Barbell form' for technique guidance
805,Barbell Deadlift (Kettlebell variation),Hamstrings,"Glutes, Lower Back, Traps, Core",Kettlebell,Strength,Advanced,8.8,3,8-12,4,6-10,5,4-8,180,"Lower back disc injury, Sciatica",0,0,315,Search: 'Barbell Deadlift Kettlebell form' for technique guidance
806,Leg Curl (seated) (Cable Machine variation),Hamstrings,None,Cable Machine,Strength,Beginner,4.9,3,8-12,4,6-10,5,4-8,90,"Hamstring Grade II+ strain, Knee surgery",0,0,158,Search: 'Leg Curl (seated) Cable Machine form' for technique guidance
807,Side Plank (Machine variation),Obliques,"Core, Hip Abductors",Machine,Core,Advanced,3.7,3,8-12,4,6-10,5,4-8,180,"Shoulder injury, Wrist pain",0,0,140,Search: 'Side Plank Machine form' for technique guidance
808,Landmine Press (Kettlebell variation),Shoulders,"Chest, Triceps, Core",Kettlebell,Strength,Intermediate,5.6,3,8-12,4,6-10,5,4-8,120,None,0,0,210,Search: 'Landmine Press Kettlebell form' for technique guidance
809,Jumping Jack (Resistance Band variation),Full Body,Cardiovascular,Resistance Band,Cardio,Advanced,7.7,3,8-12,4,6-10,5,4-8,180,"Knee pain, Ankle injury",1,0,280,Search: 'Jumping Jack Resistance Band form' for technique guidance
810,Barbell Deadlift (Resistance Band variation),Hamstrings,"Glutes, Lower Back, Traps, Core",Resistance Band,Strength,Intermediate,8.5,3,8-12,4,6-10,5,4-8,120,"Lower back disc injury, Sciatica",0,0,315,Search: 'Barbell Deadlift Resistance Band form' for technique guidance
811,Skull Crusher (Machine variation),Triceps,None,Machine,Strength,Intermediate,4.3,3,8-12,4,6-10,5,4-8,120,"Elbow pain, Shoulder injury",0,0,140,Search: 'Skull Crusher Machine form' for technique guidance
812,Dead Bug (Resistance Band variation),Core,Hip Flexors,Resistance Band,Core,Beginner,3.5,3,8-12,4,6-10,5,4-8,90,None (excellent for lower back rehab),0,0,122,Search: 'Dead Bug Resistance Band form' for technique guidance
813,Dumbbell Curl (Cable Machine variation),Biceps,Brachialis,Cable Machine,Strength,Intermediate,3.7,3,8-12,4,6-10,5,4-8,120,"Elbow pain, Biceps tendinopathy",0,0,122,Search: 'Dumbbell Curl Cable Machine form' for technique guidance
814,Single-Leg Glute Bridge (Barbell variation),Glutes,"Hamstrings, Core",Barbell,Core,Beginner,4.7,3,8-12,4,6-10,5,4-8,90,Knee injury (modify range),0,0,158,Search: 'Single-Leg Glute Bridge Barbell form' for technique guidance
815,Barbell Deadlift (Machine variation),Hamstrings,"Glutes, Lower Back, Traps, Core",Machine,Strength,Intermediate,8.8,3,8-12,4,6-10,5,4-8,120,"Lower back disc injury, Sciatica",0,0,315,Search: 'Barbell Deadlift Machine form' for technique guidance
816,Barbell Row (Barbell variation),Lats,"Rhomboids, Biceps, Rear Delt",Barbell,Strength,Beginner,7.2,3,8-12,4,6-10,5,4-8,90,Lower back disc injury,0,0,262,Search: 'Barbell Row Barbell form' for technique guidance
817,Hip Adduction Machine (Barbell variation),Adductors,None,Barbell,Strength,Advanced,3.4,3,8-12,4,6-10,5,4-8,180,"Groin strain, Hip injury",0,0,122,Search: 'Hip Adduction Machine Barbell form' for technique guidance
818,Leg Press (Resistance Band variation),Quadriceps,"Glutes, Hamstrings",Resistance Band,Strength,Intermediate,6.8,3,8-12,4,6-10,5,4-8,120,"Knee injury (deep), Lower back disc",0,0,228,Search: 'Leg Press Resistance Band form' for technique guidance
819,T-Bar Row (None variation),Lats,"Rhomboids, Biceps",None,Strength,Intermediate,7.5,3,8-12,4,6-10,5,4-8,120,Lower back pain,0,1,262,Search: 'T-Bar Row None form' for technique guidance
820,Decline Bench Press (Barbell variation),Lower Chest,"Triceps, Front Deltoid",Barbell,Strength,Advanced,7.2,3,8-12,4,6-10,5,4-8,180,"Lower back lordosis, Neck injury",0,0,262,Search: 'Decline Bench Press Barbell form' for technique guidance
821,Glute Bridge (Resistance Band variation),Glutes,"Hamstrings, Core",Resistance Band,Core,Beginner,3.8,3,8-12,4,6-10,5,4-8,90,None (excellent for lower back rehab),0,0,140,Search: 'Glute Bridge Resistance Band form' for technique guidance
822,Bird Dog (Machine variation),Core,"Glutes, Lower Back",Machine,Core,Advanced,3.3,3,8-12,4,6-10,5,4-8,180,None (excellent for lower back rehab),0,0,122,Search: 'Bird Dog Machine form' for technique guidance
823,Hip Abduction Machine (Cable Machine variation),Abductors,Glutes,Cable Machine,Strength,Advanced,3.6,3,8-12,4,6-10,5,4-8,180,Hip injury,0,0,122,Search: 'Hip Abduction Machine Cable Machine form' for technique guidance
824,Rear Delt Fly (Resistance Band variation),Rear Delt,Rhomboids,Resistance Band,Strength,Beginner,3.8,3,8-12,4,6-10,5,4-8,90,None,0,0,122,Search: 'Rear Delt Fly Resistance Band form' for technique guidance
825,Leg Press (Barbell variation),Quadriceps,"Glutes, Hamstrings",Barbell,Strength,Advanced,7.1,3,8-12,4,6-10,5,4-8,180,"Knee injury (deep), Lower back disc",0,0,228,Search: 'Leg Press Barbell form' for technique guidance
826,Side Plank (Kettlebell variation),Obliques,"Core, Hip Abductors",Kettlebell,Core,Advanced,3.7,3,8-12,4,6-10,5,4-8,180,"Shoulder injury, Wrist pain",0,0,140,Search: 'Side Plank Kettlebell form' for technique guidance
827,Dumbbell Curl (Kettlebell variation),Biceps,Brachialis,Kettlebell,Strength,Beginner,3.3,3,8-12,4,6-10,5,4-8,90,"Elbow pain, Biceps tendinopathy",0,0,122,Search: 'Dumbbell Curl Kettlebell form' for technique guidance
828,Box Jump (Machine variation),Quadriceps,"Glutes, Calves, Cardiovascular",Machine,Power,Advanced,8.1,3,8-12,4,6-10,5,4-8,180,"Knee pain, Ankle injury, Achilles tendinopathy",0,0,280,Search: 'Box Jump Machine form' for technique guidance
829,Swimming (Resistance Band variation),Full Body,Cardiovascular,Resistance Band,Cardio,Intermediate,6.6,3,8-12,4,6-10,5,4-8,120,Shoulder injury (use kickboard only),1,0,245,Search: 'Swimming Resistance Band form' for technique guidance
830,DB Shrug (Barbell variation),Traps,Neck,Barbell,Strength,Intermediate,3.9,3,8-12,4,6-10,5,4-8,120,Neck injury,0,0,140,Search: 'DB Shrug Barbell form' for technique guidance
831,Standing Calf Raise (Cable Machine variation),Gastrocnemius,Soleus,Cable Machine,Strength,Beginner,4.0,3,8-12,4,6-10,5,4-8,90,"Achilles tendinopathy (early), Calf strain",0,0,140,Search: 'Standing Calf Raise Cable Machine form' for technique guidance
832,Dumbbell Fly (Kettlebell variation),Chest,Front Delt,Kettlebell,Strength,Beginner,4.7,3,8-12,4,6-10,5,4-8,90,"Shoulder impingement, Rotator cuff",0,0,158,Search: 'Dumbbell Fly Kettlebell form' for technique guidance
833,Swimming (Barbell variation),Full Body,Cardiovascular,Barbell,Cardio,Advanced,6.7,3,8-12,4,6-10,5,4-8,180,Shoulder injury (use kickboard only),1,0,245,Search: 'Swimming Barbell form' for technique guidance
834,Hanging Leg Raise (Dumbbells variation),Lower Abs,"Hip Flexors, Core",Dumbbells,Core,Beginner,4.7,3,8-12,4,6-10,5,4-8,90,"Shoulder injury, Lower back disc",0,0,175,Search: 'Hanging Leg Raise Dumbbells form' for technique guidance
835,Rear Delt Fly (Cable Machine variation),Rear Delt,Rhomboids,Cable Machine,Strength,Intermediate,3.7,3,8-12,4,6-10,5,4-8,120,None,0,0,122,Search: 'Rear Delt Fly Cable Machine form' for technique guidance
836,Barbell Bench Press (Dumbbells variation),Chest,"Triceps, Front Deltoid",Dumbbells,Strength,Advanced,8.8,3,8-12,4,6-10,5,4-8,180,"Shoulder impingement, Rotator cuff, Pectoral strain",0,0,280,Search: 'Barbell Bench Press Dumbbells form' for technique guidance
837,Smith Machine Squat (Resistance Band variation),Quadriceps,"Glutes, Hamstrings",Resistance Band,Strength,Beginner,6.5,3,8-12,4,6-10,5,4-8,90,"Knee pain, Lower back injury",0,0,245,Search: 'Smith Machine Squat Resistance Band form' for technique guidance
838,Barbell Bench Press (Dumbbells variation),Chest,"Triceps, Front Deltoid",Dumbbells,Strength,Advanced,8.6,3,8-12,4,6-10,5,4-8,180,"Shoulder impingement, Rotator cuff, Pectoral strain",0,0,280,Search: 'Barbell Bench Press Dumbbells form' for technique guidance
839,Barbell Curl (Resistance Band variation),Biceps,Brachialis,Resistance Band,Strength,Advanced,3.6,3,8-12,4,6-10,5,4-8,180,"Elbow pain, Biceps tendinopathy, Tennis elbow",0,0,122,Search: 'Barbell Curl Resistance Band form' for technique guidance
840,Russian Twist (Barbell variation),Obliques,Core,Barbell,Core,Beginner,4.8,3,8-12,4,6-10,5,4-8,90,Lower back disc injury (rotation stress),0,0,158,Search: 'Russian Twist Barbell form' for technique guidance
841,Box Jump (Cable Machine variation),Quadriceps,"Glutes, Calves, Cardiovascular",Cable Machine,Power,Advanced,7.3,3,8-12,4,6-10,5,4-8,180,"Knee pain, Ankle injury, Achilles tendinopathy",0,0,280,Search: 'Box Jump Cable Machine form' for technique guidance
842,Overhead Tricep Extension (None variation),Triceps,None,None,Strength,Intermediate,3.5,3,8-12,4,6-10,5,4-8,120,"Elbow pain, Shoulder injury",0,1,122,Search: 'Overhead Tricep Extension None form' for technique guidance
843,Barbell Row (Barbell variation),Lats,"Rhomboids, Biceps, Rear Delt",Barbell,Strength,Beginner,7.1,3,8-12,4,6-10,5,4-8,90,Lower back disc injury,0,0,262,Search: 'Barbell Row Barbell form' for technique guidance
844,Lateral Raise (Resistance Band variation),Lateral Delt,Traps,Resistance Band,Strength,Advanced,3.4,3,8-12,4,6-10,5,4-8,180,Shoulder impingement (keep below 90°),0,0,122,Search: 'Lateral Raise Resistance Band form' for technique guidance
845,Barbell Shrug (Kettlebell variation),Traps,Neck,Kettlebell,Strength,Advanced,4.3,3,8-12,4,6-10,5,4-8,180,"Neck injury, Cervical spondylosis",0,0,158,Search: 'Barbell Shrug Kettlebell form' for technique guidance
846,Cable Crunch (Resistance Band variation),Abs,Core,Resistance Band,Core,Beginner,4.0,3,8-12,4,6-10,5,4-8,90,Lower back disc injury (avoid spinal flexion),0,0,140,Search: 'Cable Crunch Resistance Band form' for technique guidance
847,Wrist Extension (Cable Machine variation),Forearm Ext,None,Cable Machine,Strength,Intermediate,2.7,3,8-12,4,6-10,5,4-8,120,Tennis elbow (load carefully),0,0,88,Search: 'Wrist Extension Cable Machine form' for technique guidance
848,Push-Up (Barbell variation),Chest,"Triceps, Front Delt, Core",Barbell,Strength,Intermediate,4.5,3,8-12,4,6-10,5,4-8,120,"Wrist pain, Shoulder injury",0,0,175,Search: 'Push-Up Barbell form' for technique guidance
849,Tricep Pushdown (cable) (Kettlebell variation),Triceps,None,Kettlebell,Strength,Beginner,3.4,3,8-12,4,6-10,5,4-8,90,Elbow pain,0,0,122,Search: 'Tricep Pushdown (cable) Kettlebell form' for technique guidance
850,Skull Crusher (Cable Machine variation),Triceps,None,Cable Machine,Strength,Intermediate,3.8,3,8-12,4,6-10,5,4-8,120,"Elbow pain, Shoulder injury",0,0,140,Search: 'Skull Crusher Cable Machine form' for technique guidance
851,Seated Cable Row (None variation),Lats,"Rhomboids, Biceps, Rear Delt",None,Strength,Intermediate,5.7,3,8-12,4,6-10,5,4-8,120,Lower back injury (minimal risk),0,1,210,Search: 'Seated Cable Row None form' for technique guidance
852,Dumbbell Fly (Dumbbells variation),Chest,Front Delt,Dumbbells,Strength,Beginner,4.4,3,8-12,4,6-10,5,4-8,90,"Shoulder impingement, Rotator cuff",0,0,158,Search: 'Dumbbell Fly Dumbbells form' for technique guidance
853,Dumbbell Fly (None variation),Chest,Front Delt,None,Strength,Advanced,4.3,3,8-12,4,6-10,5,4-8,180,"Shoulder impingement, Rotator cuff",0,1,158,Search: 'Dumbbell Fly None form' for technique guidance
854,V-Up (Machine variation),Core,Hip Flexors,Machine,Core,Beginner,4.4,3,8-12,4,6-10,5,4-8,90,"Lower back disc injury, Hip flexor strain",0,0,158,Search: 'V-Up Machine form' for technique guidance
855,Glute Bridge (Cable Machine variation),Glutes,"Hamstrings, Core",Cable Machine,Core,Beginner,3.6,3,8-12,4,6-10,5,4-8,90,None (excellent for lower back rehab),0,0,140,Search: 'Glute Bridge Cable Machine form' for technique guidance
856,Cable Fly (Resistance Band variation),Chest,Front Delt,Resistance Band,Strength,Beginner,4.3,3,8-12,4,6-10,5,4-8,90,Shoulder impingement,0,0,158,Search: 'Cable Fly Resistance Band form' for technique guidance
857,Pallof Press (Cable Machine variation),Core,Obliques,Cable Machine,Core,Beginner,3.3,3,8-12,4,6-10,5,4-8,90,None,0,0,122,Search: 'Pallof Press Cable Machine form' for technique guidance
858,Push-Up (Resistance Band variation),Chest,"Triceps, Front Delt, Core",Resistance Band,Strength,Beginner,4.6,3,8-12,4,6-10,5,4-8,90,"Wrist pain, Shoulder injury",0,0,175,Search: 'Push-Up Resistance Band form' for technique guidance
859,Dead Bug (Barbell variation),Core,Hip Flexors,Barbell,Core,Advanced,3.2,3,8-12,4,6-10,5,4-8,180,None (excellent for lower back rehab),0,0,122,Search: 'Dead Bug Barbell form' for technique guidance
860,Rowing Machine (Machine variation),Back,"Full Body, Cardiovascular",Machine,Cardio,Beginner,8.8,3,8-12,4,6-10,5,4-8,90,"Lower back disc, Knee injury",0,0,298,Search: 'Rowing Machine Machine form' for technique guidance
861,Bird Dog (Kettlebell variation),Core,"Glutes, Lower Back",Kettlebell,Core,Beginner,3.2,3,8-12,4,6-10,5,4-8,90,None (excellent for lower back rehab),0,0,122,Search: 'Bird Dog Kettlebell form' for technique guidance
862,Leg Curl (lying) (None variation),Hamstrings,Glutes,None,Strength,Advanced,4.2,3,8-12,4,6-10,5,4-8,180,Hamstring Grade II+ strain,0,1,158,Search: 'Leg Curl (lying) None form' for technique guidance
863,Leg Extension (Barbell variation),Quadriceps,None,Barbell,Strength,Beginner,4.1,3,8-12,4,6-10,5,4-8,90,"Patellofemoral pain, ACL injury, Knee impingement",0,0,158,Search: 'Leg Extension Barbell form' for technique guidance
864,Standing Calf Raise (Barbell variation),Gastrocnemius,Soleus,Barbell,Strength,Advanced,3.7,3,8-12,4,6-10,5,4-8,180,"Achilles tendinopathy (early), Calf strain",0,0,140,Search: 'Standing Calf Raise Barbell form' for technique guidance
865,Cable Lateral Raise (Cable Machine variation),Lateral Delt,Traps,Cable Machine,Strength,Intermediate,3.8,3,8-12,4,6-10,5,4-8,120,Shoulder impingement,0,0,122,Search: 'Cable Lateral Raise Cable Machine form' for technique guidance
866,Upright Row (Resistance Band variation),Traps,Lateral Delt,Resistance Band,Strength,Intermediate,4.8,3,8-12,4,6-10,5,4-8,120,"Shoulder impingement, Rotator cuff",0,0,175,Search: 'Upright Row Resistance Band form' for technique guidance
867,Jumping Jack (Dumbbells variation),Full Body,Cardiovascular,Dumbbells,Cardio,Intermediate,8.1,3,8-12,4,6-10,5,4-8,120,"Knee pain, Ankle injury",1,0,280,Search: 'Jumping Jack Dumbbells form' for technique guidance
868,Close-Grip Bench Press (None variation),Triceps,"Chest, Front Delt",None,Strength,Advanced,7.1,3,8-12,4,6-10,5,4-8,180,"Wrist injury, Elbow pain",0,1,228,Search: 'Close-Grip Bench Press None form' for technique guidance
869,Bulgarian Split Squat (Cable Machine variation),Quadriceps,"Glutes, Hamstrings, Core",Cable Machine,Strength,Intermediate,7.3,3,8-12,4,6-10,5,4-8,120,"Knee pain, Ankle instability, Hip flexor strain",0,0,262,Search: 'Bulgarian Split Squat Cable Machine form' for technique guidance
870,Leg Curl (lying) (Machine variation),Hamstrings,Glutes,Machine,Strength,Beginner,4.5,3,8-12,4,6-10,5,4-8,90,Hamstring Grade II+ strain,0,0,158,Search: 'Leg Curl (lying) Machine form' for technique guidance
871,Ab Wheel Rollout (Resistance Band variation),Core,"Lats, Shoulders",Resistance Band,Core,Advanced,5.0,3,8-12,4,6-10,5,4-8,180,"Lower back disc injury, Shoulder injury",0,0,175,Search: 'Ab Wheel Rollout Resistance Band form' for technique guidance
872,Close-Grip Bench Press (Barbell variation),Triceps,"Chest, Front Delt",Barbell,Strength,Intermediate,6.9,3,8-12,4,6-10,5,4-8,120,"Wrist injury, Elbow pain",0,0,228,Search: 'Close-Grip Bench Press Barbell form' for technique guidance
873,Rowing Machine (Barbell variation),Back,"Full Body, Cardiovascular",Barbell,Cardio,Beginner,8.3,3,8-12,4,6-10,5,4-8,90,"Lower back disc, Knee injury",0,0,298,Search: 'Rowing Machine Barbell form' for technique guidance
874,Barbell Bench Press (Barbell variation),Chest,"Triceps, Front Deltoid",Barbell,Strength,Beginner,7.5,3,8-12,4,6-10,5,4-8,90,"Shoulder impingement, Rotator cuff, Pectoral strain",0,0,280,Search: 'Barbell Bench Press Barbell form' for technique guidance
875,Burpee (Kettlebell variation),Full Body,Cardiovascular,Kettlebell,HIIT,Intermediate,9.2,3,8-12,4,6-10,5,4-8,120,"Shoulder injury, Lower back disc, Knee pain",1,0,350,Search: 'Burpee Kettlebell form' for technique guidance
876,Dumbbell Row (Dumbbells variation),Lats,"Rhomboids, Biceps",Dumbbells,Strength,Beginner,5.9,3,8-12,4,6-10,5,4-8,90,Lower back pain (support with bench),0,0,192,Search: 'Dumbbell Row Dumbbells form' for technique guidance
877,Crunch (Cable Machine variation),Upper Abs,Core,Cable Machine,Core,Beginner,3.6,3,8-12,4,6-10,5,4-8,90,"Lower back disc injury, Neck injury",0,0,122,Search: 'Crunch Cable Machine form' for technique guidance
878,Decline Bench Press (Barbell variation),Lower Chest,"Triceps, Front Deltoid",Barbell,Strength,Beginner,7.9,3,8-12,4,6-10,5,4-8,90,"Lower back lordosis, Neck injury",0,0,262,Search: 'Decline Bench Press Barbell form' for technique guidance
879,Bird Dog (None variation),Core,"Glutes, Lower Back",None,Core,Intermediate,3.5,3,8-12,4,6-10,5,4-8,120,None (excellent for lower back rehab),0,1,122,Search: 'Bird Dog None form' for technique guidance
880,Push-Up (Cable Machine variation),Chest,"Triceps, Front Delt, Core",Cable Machine,Strength,Advanced,5.3,3,8-12,4,6-10,5,4-8,180,"Wrist pain, Shoulder injury",0,0,175,Search: 'Push-Up Cable Machine form' for technique guidance
881,Close-Grip Bench Press (None variation),Triceps,"Chest, Front Delt",None,Strength,Advanced,6.0,3,8-12,4,6-10,5,4-8,180,"Wrist injury, Elbow pain",0,1,228,Search: 'Close-Grip Bench Press None form' for technique guidance
882,Burpee (Machine variation),Full Body,Cardiovascular,Machine,HIIT,Intermediate,9.8,3,8-12,4,6-10,5,4-8,120,"Shoulder injury, Lower back disc, Knee pain",1,0,350,Search: 'Burpee Machine form' for technique guidance
883,Glute Bridge (Resistance Band variation),Glutes,"Hamstrings, Core",Resistance Band,Core,Beginner,3.7,3,8-12,4,6-10,5,4-8,90,None (excellent for lower back rehab),0,0,140,Search: 'Glute Bridge Resistance Band form' for technique guidance
